GivenName,SurnameCount,Female,Male,Gender,pVal
義之,31,0,31,m,0.00499999988824129
義美,4,1,3,b,0.614211916923523
義彦,23,0,23,m,0.00418317271396518
義明,37,0,37,m,0.00300000002607703
義雄,17,0,17,m,0.0174575205892324
義隆,18,0,18,m,0.0137584581971169
義和,22,0,22,m,0.00530784949660301
菊江,2,2,0,f,0.044897086918354
菊子,2,2,0,f,0.044897086918354
吉英,2,1,1,b,0.378881573677063
吉美,3,2,1,b,0.115664832293987
久,29,0,29,m,0.00600000005215406
久恵,6,6,0,f,9.05012275325134E-05
久江,2,2,0,f,0.044897086918354
久子,20,20,0,f,3.32798702875128E-14
久枝,3,3,0,f,0.00951321329921484
久実子,2,2,0,f,0.044897086918354
久仁子,5,5,0,f,0.000427115563070402
久代,5,5,0,f,0.000427115563070402
久美,48,46,2,f,0.00100000004749745
久美恵,2,2,0,f,0.044897086918354
久美子,131,131,0,f,0.00100000004749745
久夫,14,0,14,m,0.0356632508337498
久雄,21,0,21,m,0.00673490390181541
久留美,3,3,0,f,0.00951321329921484
弓子,10,10,0,f,1.82427712047684E-07
弓枝,2,2,0,f,0.044897086918354
亨,69,0,69,m,0.00100000004749745
享,16,0,16,m,0.0221511032432318
享子,7,7,0,f,1.91762446775101E-05
京,4,3,1,f,0.0320056080818176
京華,2,2,0,f,0.044897086918354
京子,71,71,0,f,0.00100000004749745
共子,3,3,0,f,0.00951321329921484
匡,14,0,14,m,0.0356632508337498
匡美,2,1,1,b,0.378881573677063
強,22,0,22,m,0.00530784949660301
恭,6,1,5,b,0.626161813735962
恭一,13,0,13,m,0.0452515780925751
恭佳,2,2,0,f,0.044897086918354
恭子,70,70,0,f,0.00100000004749745
恭代,3,3,0,f,0.00951321329921484
恭平,39,0,39,m,0.0020000000949949
教子,8,8,0,f,4.06324170398875E-06
郷子,3,3,0,f,0.00951321329921484
響,8,1,7,b,0.468950062990189
響子,2,2,0,f,0.044897086918354
暁,30,2,28,b,0.0540000014007092
暁子,22,22,0,f,1.49416918945102E-15
暁美,4,4,0,f,0.00201574829407036
玉枝,2,2,0,f,0.044897086918354
均,59,0,59,m,0.00100000004749745
欣也,15,0,15,m,0.0281065888702869
琴,2,2,0,f,0.044897086918354
琴音,2,2,0,f,0.044897086918354
琴海,2,2,0,f,0.044897086918354
琴江,2,2,0,f,0.044897086918354
琴乃,5,5,0,f,0.000427115563070402
琴美,3,3,0,f,0.00951321329921484
銀,2,1,1,b,0.378881573677063
空,5,3,2,b,0.0674585998058319
勲,58,0,58,m,0.00100000004749745
君子,4,4,0,f,0.00201574829407036
君枝,3,3,0,f,0.00951321329921484
君代,3,3,0,f,0.00951321329921484
薫,133,52,81,f,0.00100000004749745
薫子,4,4,0,f,0.00201574829407036
啓,44,0,44,m,0.00100000004749745
啓一,14,0,14,m,0.0356632508337498
啓介,57,0,57,m,0.00100000004749745
啓司,17,0,17,m,0.0174575205892324
啓史,13,0,13,m,0.0452515780925751
啓子,32,32,0,f,0.00100000004749745
啓太,43,0,43,m,0.00100000004749745
啓二,16,0,16,m,0.0221511032432318
啓之,19,0,19,m,0.0108431875705719
啓輔,14,0,14,m,0.0356632508337498
圭,50,3,47,m,0.00899999961256981
圭一,27,0,27,m,0.00800000037997961
圭介,49,0,49,m,0.00100000004749745
圭吾,23,0,23,m,0.00418317271396518
圭司,21,0,21,m,0.00673490390181541
圭子,39,39,0,f,0.00100000004749745
圭織,2,2,0,f,0.044897086918354
圭太,20,0,20,m,0.00854563154280186
圭美,4,4,0,f,0.00201574829407036
圭佑,14,0,14,m,0.0356632508337498
圭祐,31,0,31,m,0.00499999988824129
恵,106,90,16,f,0.00100000004749745
恵愛,2,2,0,f,0.044897086918354
恵一,26,0,26,m,0.00899999961256981
恵介,14,0,14,m,0.0356632508337498
恵子,126,126,0,f,0.00100000004749745
恵実,6,6,0,f,9.05012275325134E-05
恵実子,2,2,0,f,0.044897086918354
恵太,15,0,15,m,0.0281065888702869
恵津子,6,6,0,f,9.05012275325134E-05
恵美,66,66,0,f,0.00100000004749745
恵美子,55,55,0,f,0.00100000004749745
恵巳子,2,2,0,f,0.044897086918354
恵利,4,4,0,f,0.00201574829407036
恵利加,2,2,0,f,0.044897086918354
恵利香,2,2,0,f,0.044897086918354
恵利子,3,3,0,f,0.00951321329921484
恵利奈,2,2,0,f,0.044897086918354
恵梨歌,2,2,0,f,0.044897086918354
恵梨子,2,2,0,f,0.044897086918354
恵理,17,17,0,f,3.49827848980522E-12
恵理菜,2,2,0,f,0.044897086918354
恵理子,17,17,0,f,3.49827848980522E-12
恵里,11,11,0,f,3.86544840580427E-08
恵里香,4,4,0,f,0.00201574829407036
恵里子,5,5,0,f,0.000427115563070402
慶,25,0,25,m,0.00999999977648258
慶一,20,0,20,m,0.00854563154280186
慶子,24,24,0,f,0.00100000004749745
慶太,24,0,24,m,0.0120000001043081
慧,22,0,22,m,0.00530784949660301
敬,49,1,48,m,0.0020000000949949
敬介,18,0,18,m,0.0137584581971169
敬三,14,0,14,m,0.0356632508337498
敬子,39,39,0,f,0.00100000004749745
敬二,15,0,15,m,0.0281065888702869
景,3,1,2,b,0.510489940643311
景子,23,23,0,f,3.16598495780335E-16
桂,11,5,6,b,0.0627967044711113
桂子,33,33,0,f,0.00100000004749745
潔,44,0,44,m,0.00100000004749745
結,7,7,0,f,1.91762446775101E-05
結衣,7,7,0,f,1.91762446775101E-05
結佳,2,2,0,f,0.044897086918354
結花,5,5,0,f,0.000427115563070402
結希,2,2,0,f,0.044897086918354
結香,4,4,0,f,0.00201574829407036
結菜,8,8,0,f,4.06324170398875E-06
結子,3,3,0,f,0.00951321329921484
健,210,0,210,m,0.00100000004749745
健一,208,0,208,m,0.00100000004749745
健一郎,57,0,57,m,0.00100000004749745
健介,30,0,30,m,0.00499999988824129
健吾,26,0,26,m,0.00899999961256981
健作,15,0,15,m,0.0281065888702869
健司,89,0,89,m,0.00100000004749745
健史,34,0,34,m,0.00300000002607703
健志,31,0,31,m,0.00499999988824129
健児,14,0,14,m,0.0356632508337498
健次,40,0,40,m,0.0020000000949949
健治,74,0,74,m,0.00100000004749745
健人,36,0,36,m,0.00300000002607703
健太,139,0,139,m,0.00100000004749745
健太郎,133,0,133,m,0.00100000004749745
健二,142,0,142,m,0.00100000004749745
憲,14,0,14,m,0.0356632508337498
憲一,43,0,43,m,0.00100000004749745
憲司,36,0,36,m,0.00300000002607703
憲子,9,9,0,f,8.60957527493156E-07
憲治,23,0,23,m,0.00418317271396518
憲二,18,0,18,m,0.0137584581971169
憲彦,15,0,15,m,0.0281065888702869
憲明,13,0,13,m,0.0452515780925751
研一,14,0,14,m,0.0356632508337498
絹子,5,5,0,f,0.000427115563070402
絹代,5,5,0,f,0.000427115563070402
謙,14,0,14,m,0.0356632508337498
謙一,47,0,47,m,0.00100000004749745
謙太郎,14,0,14,m,0.0356632508337498
謙二,19,0,19,m,0.0108431875705719
賢,54,0,54,m,0.00100000004749745
賢一,92,0,92,m,0.00100000004749745
賢一郎,16,0,16,m,0.0221511032432318
賢吾,16,0,16,m,0.0221511032432318
賢司,35,0,35,m,0.00300000002607703
賢志,22,0,22,m,0.00530784949660301
賢治,81,0,81,m,0.00100000004749745
賢太郎,14,0,14,m,0.0356632508337498
賢二,58,0,58,m,0.00100000004749745
顕,16,0,16,m,0.0221511032432318
顕子,5,5,0,f,0.000427115563070402
元,52,0,52,m,0.00100000004749745
元気,16,0,16,m,0.0221511032432318
元子,5,5,0,f,0.000427115563070402
元美,5,5,0,f,0.000427115563070402
胡桃,4,4,0,f,0.00201574829407036
五月,11,8,3,f,0.000359216384822503
悟,104,0,104,m,0.00100000004749745
悟史,20,0,20,m,0.00854563154280186
護,15,0,15,m,0.0281065888702869
光,66,11,55,b,0.899999976158142
光一,37,0,37,m,0.00300000002607703
光希,11,1,10,b,0.288318574428558
光恵,2,2,0,f,0.044897086918354
光宏,13,0,13,m,0.0452515780925751
光弘,22,0,22,m,0.00530784949660301
光江,3,3,0,f,0.00951321329921484
光司,23,0,23,m,0.00418317271396518
光子,17,17,0,f,3.49827848980522E-12
光枝,4,4,0,f,0.00201574829407036
光世,5,2,3,b,0.287234365940094
光代,18,18,0,f,7.41247883385976E-13
光男,30,0,30,m,0.00499999988824129
光美,5,1,4,b,0.712765634059906
光彦,21,0,21,m,0.00673490390181541
光夫,21,0,21,m,0.00673490390181541
光穂,4,4,0,f,0.00201574829407036
光優,2,1,1,b,0.378881573677063
光雄,18,0,18,m,0.0137584581971169
公,7,1,6,b,0.544257760047913
公一,28,0,28,m,0.00700000021606684
公栄,2,1,1,b,0.378881573677063
公江,2,2,0,f,0.044897086918354
公子,19,19,0,f,1.57062514036244E-13
公代,4,4,0,f,0.00201574829407036
公美子,3,3,0,f,0.00951321329921484
功,79,0,79,m,0.00100000004749745
功一,19,0,19,m,0.0108431875705719
厚,26,0,26,m,0.00899999961256981
厚子,10,10,0,f,1.82427712047684E-07
厚志,20,0,20,m,0.00854563154280186
好,2,1,1,b,0.378881573677063
好永,2,2,0,f,0.044897086918354
好江,6,6,0,f,9.05012275325134E-05
好子,6,6,0,f,9.05012275325134E-05
好美,15,13,2,f,1.17608223604293E-07
孝,107,0,107,m,0.00100000004749745
孝一,47,0,47,m,0.00100000004749745
孝幸,37,0,37,m,0.00300000002607703
孝弘,15,0,15,m,0.0281065888702869
孝行,38,0,38,m,0.0020000000949949
孝司,26,0,26,m,0.00899999961256981
孝史,15,0,15,m,0.0281065888702869
孝子,22,22,0,f,1.49416918945102E-15
孝志,41,0,41,m,0.00100000004749745
孝枝,3,3,0,f,0.00951321329921484
孝治,23,0,23,m,0.00418317271396518
孝則,15,0,15,m,0.0281065888702869
孝典,17,0,17,m,0.0174575205892324
孝二,13,0,13,m,0.0452515780925751
孝之,45,0,45,m,0.00100000004749745
孝夫,18,0,18,m,0.0137584581971169
孝文,22,0,22,m,0.00530784949660301
孝明,22,0,22,m,0.00530784949660301
孝雄,22,0,22,m,0.00530784949660301
宏,116,0,116,m,0.00100000004749745
宏一,26,0,26,m,0.00899999961256981
宏佳,3,1,2,b,0.510489940643311
宏幸,37,0,37,m,0.00300000002607703
宏江,2,2,0,f,0.044897086918354
宏行,27,0,27,m,0.00800000037997961
宏司,16,0,16,m,0.0221511032432318
宏子,12,12,0,f,8.19047318856292E-09
宏治,13,0,13,m,0.0452515780925751
宏樹,46,0,46,m,0.00100000004749745
宏昭,18,0,18,m,0.0137584581971169
宏之,51,0,51,m,0.00100000004749745
宏美,25,24,1,f,0.00100000004749745
宏明,45,0,45,m,0.00100000004749745
宏和,24,0,24,m,0.0120000001043081
巧,49,0,49,m,0.00100000004749745
幸,13,10,3,f,2.74982103292132E-05
幸一,76,0,76,m,0.00100000004749745
幸一郎,13,0,13,m,0.0452515780925751
幸栄,2,2,0,f,0.044897086918354
幸佳,2,2,0,f,0.044897086918354
幸絵,3,3,0,f,0.00951321329921484
幸希,5,2,3,b,0.287234365940094
幸恵,33,33,0,f,0.00100000004749745
幸宏,15,0,15,m,0.0281065888702869
幸広,14,0,14,m,0.0356632508337498
幸弘,22,0,22,m,0.00530784949660301
幸江,12,12,0,f,8.19047318856292E-09
幸司,77,0,77,m,0.00100000004749745
幸子,116,116,0,f,0.00100000004749745
幸枝,19,19,0,f,1.57062514036244E-13
幸治,53,0,53,m,0.00100000004749745
幸世,2,2,0,f,0.044897086918354
幸生,22,0,22,m,0.00530784949660301
幸太郎,15,0,15,m,0.0281065888702869
幸代,27,27,0,f,0.00100000004749745
幸男,45,0,45,m,0.00100000004749745
幸奈,4,4,0,f,0.00201574829407036
幸二,24,0,24,m,0.0120000001043081
幸乃,3,3,0,f,0.00951321329921484
幸美,4,4,0,f,0.00201574829407036
幸夫,40,0,40,m,0.0020000000949949
幸平,16,0,16,m,0.0221511032432318
幸穂,3,3,0,f,0.00951321329921484
幸雄,50,0,50,m,0.00100000004749745
広,13,0,13,m,0.0452515780925751
広幸,19,0,19,m,0.0108431875705719
広行,16,0,16,m,0.0221511032432318
広子,10,10,0,f,1.82427712047684E-07
広志,24,0,24,m,0.0120000001043081
広樹,24,0,24,m,0.0120000001043081
広美,23,17,6,f,9.27696888197715E-08
広明,15,0,15,m,0.0281065888702869
康,35,0,35,m,0.00300000002607703
康一,17,0,17,m,0.0174575205892324
康介,19,0,19,m,0.0108431875705719
康宏,24,0,24,m,0.0120000001043081
康広,17,0,17,m,0.0174575205892324
康弘,78,0,78,m,0.00100000004749745
康浩,31,0,31,m,0.00499999988824129
康行,21,0,21,m,0.00673490390181541
康司,23,0,23,m,0.00418317271396518
康史,17,0,17,m,0.0174575205892324
康子,30,30,0,f,0.00100000004749745
康治,16,0,16,m,0.0221511032432318
康人,15,0,15,m,0.0281065888702869
康成,13,0,13,m,0.0452515780925751
康晴,19,0,19,m,0.0108431875705719
康生,17,0,17,m,0.0174575205892324
康太,15,0,15,m,0.0281065888702869
康代,9,9,0,f,8.60957527493156E-07
康二,28,0,28,m,0.00700000021606684
康之,50,0,50,m,0.00100000004749745
康博,40,0,40,m,0.0020000000949949
康彦,20,0,20,m,0.00854563154280186
康夫,37,0,37,m,0.00300000002607703
康文,14,0,14,m,0.0356632508337498
康平,46,0,46,m,0.00100000004749745
康裕,22,0,22,m,0.00530784949660301
康雄,31,0,31,m,0.00499999988824129
弘,66,0,66,m,0.00100000004749745
弘一,25,0,25,m,0.00999999977648258
弘恵,6,6,0,f,9.05012275325134E-05
弘幸,49,0,49,m,0.00100000004749745
弘行,23,0,23,m,0.00418317271396518
弘子,43,43,0,f,0.00100000004749745
弘志,21,0,21,m,0.00673490390181541
弘枝,6,6,0,f,9.05012275325134E-05
弘樹,57,0,57,m,0.00100000004749745
弘道,13,0,13,m,0.0452515780925751
弘之,38,0,38,m,0.0020000000949949
弘美,48,41,7,f,0.00100000004749745
弘明,31,0,31,m,0.00499999988824129
弘和,15,0,15,m,0.0281065888702869
恒,20,0,20,m,0.00854563154280186
晃,110,0,110,m,0.00100000004749745
晃一,35,0,35,m,0.00300000002607703
晃弘,15,0,15,m,0.0281065888702869
晃司,28,0,28,m,0.00700000021606684
晃子,18,18,0,f,7.41247883385976E-13
晃平,14,0,14,m,0.0356632508337498
江身子,2,2,0,f,0.044897086918354
江美,3,3,0,f,0.00951321329921484
江利子,2,2,0,f,0.044897086918354
江梨,3,3,0,f,0.00951321329921484
江梨子,2,2,0,f,0.044897086918354
江理子,2,2,0,f,0.044897086918354
江里,3,3,0,f,0.00951321329921484
江里佳,3,3,0,f,0.00951321329921484
江里子,6,6,0,f,9.05012275325134E-05
浩,186,0,186,m,0.00100000004749745
浩一,136,0,136,m,0.00100000004749745
浩一郎,18,0,18,m,0.0137584581971169
浩貴,13,0,13,m,0.0452515780925751
浩孝,16,0,16,m,0.0221511032432318
浩幸,27,0,27,m,0.00800000037997961
浩行,16,0,16,m,0.0221511032432318
浩司,123,0,123,m,0.00100000004749745
浩史,53,0,53,m,0.00100000004749745
浩子,40,40,0,f,0.00100000004749745
浩志,30,0,30,m,0.00499999988824129
浩治,13,0,13,m,0.0452515780925751
浩樹,24,0,24,m,0.0120000001043081
浩章,16,0,16,m,0.0221511032432318
浩太郎,13,0,13,m,0.0452515780925751
浩二,149,0,149,m,0.00100000004749745
浩之,97,0,97,m,0.00100000004749745
浩美,26,21,5,f,0.00100000004749745
浩平,41,0,41,m,0.00100000004749745
浩明,23,0,23,m,0.00418317271396518
紘子,4,4,0,f,0.00201574829407036
紘美,2,2,0,f,0.044897086918354
耕一,31,0,31,m,0.00499999988824129
耕司,21,0,21,m,0.00673490390181541
耕治,20,0,20,m,0.00854563154280186
耕太郎,13,0,13,m,0.0452515780925751
耕平,39,0,39,m,0.0020000000949949
航,41,0,41,m,0.00100000004749745
航平,24,0,24,m,0.0120000001043081
貢,27,0,27,m,0.00800000037997961
香,37,32,5,f,0.00100000004749745
香菜,4,4,0,f,0.00201574829407036
香菜子,3,3,0,f,0.00951321329921484
香子,7,7,0,f,1.91762446775101E-05
香織,83,83,0,f,0.00100000004749745
香澄,6,6,0,f,9.05012275325134E-05
香代,7,7,0,f,1.91762446775101E-05
香代子,11,11,0,f,3.86544840580427E-08
香奈,6,6,0,f,9.05012275325134E-05
香奈子,6,6,0,f,9.05012275325134E-05
香奈美,2,2,0,f,0.044897086918354
香苗,6,6,0,f,9.05012275325134E-05
香保里,2,2,0,f,0.044897086918354
香穂,3,3,0,f,0.00951321329921484
香穂里,2,2,0,f,0.044897086918354
香里,13,13,0,f,1.73547376469685E-09
高広,30,0,30,m,0.00499999988824129
高弘,14,0,14,m,0.0356632508337498
高志,44,0,44,m,0.00100000004749745
高代,2,1,1,b,0.378881573677063
剛,252,0,252,m,0.00100000004749745
剛司,21,0,21,m,0.00673490390181541
剛史,47,0,47,m,0.00100000004749745
剛士,19,0,19,m,0.0108431875705719
剛志,33,0,33,m,0.00400000018998981
豪,35,0,35,m,0.00300000002607703
克己,42,0,42,m,0.00100000004749745
克幸,18,0,18,m,0.0137584581971169
克哉,15,0,15,m,0.0281065888702869
克子,5,5,0,f,0.000427115563070402
克典,18,0,18,m,0.0137584581971169
克之,25,0,25,m,0.00999999977648258
克美,12,1,11,b,0.242664128541946
克彦,51,0,51,m,0.00100000004749745
克巳,19,0,19,m,0.0108431875705719
克明,14,0,14,m,0.0356632508337498
克也,30,0,30,m,0.00499999988824129
今日子,2,2,0,f,0.044897086918354
佐紀,3,3,0,f,0.00951321329921484
佐恵子,2,2,0,f,0.044897086918354
佐江子,2,2,0,f,0.044897086918354
佐織,5,5,0,f,0.000427115563070402
佐千子,2,2,0,f,0.044897086918354
佐代子,6,6,0,f,9.05012275325134E-05
佐知,2,2,0,f,0.044897086918354
佐知子,27,27,0,f,0.00100000004749745
佐智子,6,6,0,f,9.05012275325134E-05
佐和,3,3,0,f,0.00951321329921484
佐和子,19,19,0,f,1.57062514036244E-13
沙央里,2,2,0,f,0.044897086918354
沙季,2,2,0,f,0.044897086918354
沙紀,5,5,0,f,0.000427115563070402
沙貴,2,2,0,f,0.044897086918354
沙彩,3,3,0,f,0.00951321329921484
沙樹,2,2,0,f,0.044897086918354
沙織,23,23,0,f,3.16598495780335E-16
沙苗,2,2,0,f,0.044897086918354
沙也加,6,6,0,f,9.05012275325134E-05
沙也香,3,3,0,f,0.00951321329921484
沙弥香,4,4,0,f,0.00201574829407036
沙友里,2,2,0,f,0.044897086918354
砂織,2,2,0,f,0.044897086918354
彩,37,37,0,f,0.00100000004749745
彩音,3,3,0,f,0.00951321329921484
彩佳,4,4,0,f,0.00201574829407036
彩加,8,8,0,f,4.06324170398875E-06
彩夏,8,8,0,f,4.06324170398875E-06
彩歌,2,2,0,f,0.044897086918354
彩花,12,12,0,f,8.19047318856292E-09
彩華,3,3,0,f,0.00951321329921484
彩希,2,2,0,f,0.044897086918354
彩恵子,2,2,0,f,0.044897086918354
彩香,9,9,0,f,8.60957527493156E-07
彩子,15,15,0,f,7.79177139476062E-11
彩奈,2,2,0,f,0.044897086918354
彩乃,19,19,0,f,1.57062514036244E-13
彩也香,2,2,0,f,0.044897086918354
彩葉,4,4,0,f,0.00201574829407036
彩理,2,2,0,f,0.044897086918354
菜月,7,7,0,f,1.91762446775101E-05
菜々子,6,6,0,f,9.05012275325134E-05
菜々美,4,4,0,f,0.00201574829407036
菜緒,3,3,0,f,0.00951321329921484
菜生,2,2,0,f,0.044897086918354
菜津,2,2,0,f,0.044897086918354
菜津子,2,2,0,f,0.044897086918354
菜津美,2,2,0,f,0.044897086918354
菜摘,12,12,0,f,8.19047318856292E-09
菜美,5,5,0,f,0.000427115563070402
菜穂,6,6,0,f,9.05012275325134E-05
菜穂子,10,10,0,f,1.82427712047684E-07
冴子,2,2,0,f,0.044897086918354
咲,4,4,0,f,0.00201574829407036
咲希,8,8,0,f,4.06324170398875E-06
咲季,2,2,0,f,0.044897086918354
咲紀,2,2,0,f,0.044897086918354
咲貴,3,3,0,f,0.00951321329921484
咲輝,2,2,0,f,0.044897086918354
咲子,10,10,0,f,1.82427712047684E-07
咲弥,2,2,0,f,0.044897086918354
咲良,2,1,1,b,0.378881573677063
桜,6,6,0,f,9.05012275325134E-05
桜子,3,3,0,f,0.00951321329921484
三季,2,2,0,f,0.044897086918354
三紀,2,1,1,b,0.378881573677063
三紀子,3,3,0,f,0.00951321329921484
三貴子,2,2,0,f,0.044897086918354
三恵,2,2,0,f,0.044897086918354
三恵子,3,3,0,f,0.00951321329921484
三枝子,5,5,0,f,0.000427115563070402
三千代,9,9,0,f,8.60957527493156E-07
三知代,2,2,0,f,0.044897086918354
三智子,3,3,0,f,0.00951321329921484
三津子,3,3,0,f,0.00951321329921484
三奈,2,2,0,f,0.044897086918354
三奈子,4,4,0,f,0.00201574829407036
三郎,13,0,13,m,0.0452515780925751
三和,2,2,0,f,0.044897086918354
司,83,0,83,m,0.00100000004749745
史,8,3,5,b,0.229819104075432
史絵,2,2,0,f,0.044897086918354
史恵,3,3,0,f,0.00951321329921484
史江,3,3,0,f,0.00951321329921484
史子,13,13,0,f,1.73547376469685E-09
史織,4,4,0,f,0.00201574829407036
史奈,2,2,0,f,0.044897086918354
史歩,2,2,0,f,0.044897086918354
史穂,2,2,0,f,0.044897086918354
史明,18,0,18,m,0.0137584581971169
史朗,23,0,23,m,0.00418317271396518
史郎,14,0,14,m,0.0356632508337498
始,3,1,2,b,0.510489940643311
志,2,1,1,b,0.378881573677063
志織,7,7,0,f,1.91762446775101E-05
志津,2,2,0,f,0.044897086918354
志津子,3,3,0,f,0.00951321329921484
志乃,5,4,1,f,0.00837027933448553
志帆,6,6,0,f,9.05012275325134E-05
志保,25,25,0,f,0.00100000004749745
志歩,2,2,0,f,0.044897086918354
志穂,10,10,0,f,1.82427712047684E-07
志穂美,2,2,0,f,0.044897086918354
志野,4,4,0,f,0.00201574829407036
枝理子,2,2,0,f,0.044897086918354
枝里,4,4,0,f,0.00201574829407036
枝里子,3,3,0,f,0.00951321329921484
糸美,2,2,0,f,0.044897086918354
紫,2,2,0,f,0.044897086918354
紫乃,3,3,0,f,0.00951321329921484
詩織,8,8,0,f,4.06324170398875E-06
詩乃,3,3,0,f,0.00951321329921484
詩歩,4,4,0,f,0.00201574829407036
慈子,2,2,0,f,0.044897086918354
次郎,20,0,20,m,0.00854563154280186
滋,24,0,24,m,0.0120000001043081
治,46,0,46,m,0.00100000004749745
治子,7,7,0,f,1.91762446775101E-05
治美,11,9,2,f,3.10317736875732E-05
汐里,2,2,0,f,0.044897086918354
七海,8,8,0,f,4.06324170398875E-06
七恵,2,2,0,f,0.044897086918354
七菜子,2,2,0,f,0.044897086918354
七瀬,2,2,0,f,0.044897086918354
七星,2,1,1,b,0.378881573677063
七生,2,2,0,f,0.044897086918354
実,79,1,78,m,0.00100000004749745
実花,2,2,0,f,0.044897086918354
実希,2,2,0,f,0.044897086918354
実季,2,2,0,f,0.044897086918354
実幸,2,2,0,f,0.044897086918354
実香,2,2,0,f,0.044897086918354
実佐子,3,3,0,f,0.00951321329921484
実咲,3,3,0,f,0.00951321329921484
実奈子,2,2,0,f,0.044897086918354
実穂,5,5,0,f,0.000427115563070402
実夢,3,3,0,f,0.00951321329921484
紗央里,2,2,0,f,0.044897086918354
紗希,4,4,0,f,0.00201574829407036
紗季,3,3,0,f,0.00951321329921484
紗貴,2,2,0,f,0.044897086918354
紗香,2,2,0,f,0.044897086918354
紗彩,2,2,0,f,0.044897086918354
紗織,2,2,0,f,0.044897086918354
紗耶,3,3,0,f,0.00951321329921484
紗矢,2,2,0,f,0.044897086918354
若菜,7,7,0,f,1.91762446775101E-05
若子,2,2,0,f,0.044897086918354
若葉,2,2,0,f,0.044897086918354
守,71,0,71,m,0.00100000004749745
朱音,5,5,0,f,0.000427115563070402
朱見,2,2,0,f,0.044897086918354
朱香,3,3,0,f,0.00951321329921484
朱実,3,3,0,f,0.00951321329921484
朱美,21,21,0,f,7.05164923577983E-15
珠緒,3,3,0,f,0.00951321329921484
珠代,5,5,0,f,0.000427115563070402
珠美,10,10,0,f,1.82427712047684E-07
寿,25,0,25,m,0.00999999977648258
寿一,14,0,14,m,0.0356632508337498
寿恵,4,4,0,f,0.00201574829407036
寿子,7,7,0,f,1.91762446775101E-05
寿枝,2,2,0,f,0.044897086918354
寿代,2,2,0,f,0.044897086918354
寿美,13,11,2,f,1.95835355043528E-06
寿美香,2,2,0,f,0.044897086918354
寿美子,13,13,0,f,1.73547376469685E-09
寿美代,3,3,0,f,0.00951321329921484
